2.0030 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
5.5977 	WARNING 	This monitor has not been color-calibrated. Using default DKL conversion matrix.
5.8928 	WARNING 	This monitor has not been color-calibrated. Using default DKL conversion matrix.
5.9095 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='dkl', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f391627f8d0>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f39140ab470>, multiSample=False, name='window1', numSamples=2, pos=[660.0, 240.0], screen=0, size=array([600, 600]), stereo=False, units='pix', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.9095 	EXP 	window1: recordFrameIntervals = False
5.9173 	EXP 	window1: recordFrameIntervals = True
5.9223 	WARNING 	t of last frame was 0.75ms (=1/1326)
5.9225 	EXP 	window1: recordFrameIntervals = False
5.9249 	EXP 	Created main_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='main_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 300.]), texRes=128, units='pix', win=Window(...))
5.9579 	EXP 	Imported encoding_table.csv as conditions, 83 conditions, 16 params
5.9584 	EXP 	Created sequence: sequential, trialTypes=83, nReps=1, seed=None
5.9588 	EXP 	New trial (rep=0, index=0): OrderedDict([('TrialIndex', 1), ('StimType', 'OLP'), ('Order', 1), ('Delay', 3), ('ScannerRun', 1), ('TripletMemberA', 'Stimuli/Fractals/118a.jpg'), ('TripletMemberB', 'Stimuli/Fractals/118c.jpg'), ('TripletMemberC', 'Stimuli/Fractals/118b.jpg'), ('Xcoordinate', 212.1320344), ('Ycoordinate', 212.1320344), ('Xcoordinate_lure1', 0.0), ('Ycoordinate_lure1', 300.0), ('Xcoordinate_lure2', 300.0), ('Ycoordinate_lure2', 0.0), ('Xcoordinate_foil', -212.1320344), ('Ycoordinate_foil', -212.1320344)])
6.0335 	EXP 	main_image: pos = array([212.1320344, 212.1320344])
6.0335 	EXP 	main_image: image = 'Stimuli/Fractals/118a.jpg'
6.0335 	EXP 	main_image: autoDraw = True
6.9255 	EXP 	New trial (rep=0, index=1): OrderedDict([('TrialIndex', 2), ('StimType', 'OLP'), ('Order', 1), ('Delay', 3), ('ScannerRun', 1), ('TripletMemberA', 'Stimuli/Fractals/119c.jpg'), ('TripletMemberB', 'Stimuli/Fractals/119a.jpg'), ('TripletMemberC', 'Stimuli/Fractals/119b.jpg'), ('Xcoordinate', 212.1320344), ('Ycoordinate', -212.1320344), ('Xcoordinate_lure1', 0.0), ('Ycoordinate_lure1', -300.0), ('Xcoordinate_lure2', 300.0), ('Ycoordinate_lure2', 0.0), ('Xcoordinate_foil', -212.1320344), ('Ycoordinate_foil', 212.1320344)])
6.9728 	EXP 	main_image: autoDraw = False
6.9728 	EXP 	main_image: pos = array([ 212.1320344, -212.1320344])
6.9728 	EXP 	main_image: image = 'Stimuli/Fractals/119c.jpg'
6.9728 	EXP 	main_image: autoDraw = True
7.9260 	EXP 	New trial (rep=0, index=2): OrderedDict([('TrialIndex', 3), ('StimType', 'LLP'), ('Order', 1), ('Delay', 5), ('ScannerRun', 1), ('TripletMemberA', 'Stimuli/Fractals/135b.jpg'), ('TripletMemberB', 'Stimuli/Fractals/135a.jpg'), ('TripletMemberC', 'Stimuli/Fractals/135c.jpg'), ('Xcoordinate', 212.1320344), ('Ycoordinate', 212.1320344), ('Xcoordinate_lure1', 300.0), ('Ycoordinate_lure1', 0.0), ('Xcoordinate_lure2', 0.0), ('Ycoordinate_lure2', 300.0), ('Xcoordinate_foil', -212.1320344), ('Ycoordinate_foil', -212.1320344)])
7.9711 	EXP 	main_image: autoDraw = False
7.9711 	EXP 	main_image: pos = array([212.1320344, 212.1320344])
7.9711 	EXP 	main_image: image = 'Stimuli/Fractals/135b.jpg'
7.9711 	EXP 	main_image: autoDraw = True
8.9258 	EXP 	New trial (rep=0, index=3): OrderedDict([('TrialIndex', 4), ('StimType', 'ERP'), ('Order', 1), ('Delay', 2), ('ScannerRun', 1), ('TripletMemberA', 'Stimuli/Fractals/13a.jpg'), ('TripletMemberB', 'Stimuli/Fractals/13b.jpg'), ('TripletMemberC', 'Stimuli/Fractals/13c.jpg'), ('Xcoordinate', 212.1320344), ('Ycoordinate', -212.1320344), ('Xcoordinate_lure1', 300.0), ('Ycoordinate_lure1', 0.0), ('Xcoordinate_lure2', 0.0), ('Ycoordinate_lure2', -300.0), ('Xcoordinate_foil', -300.0), ('Ycoordinate_foil', 0.0)])
8.9644 	EXP 	main_image: autoDraw = False
8.9644 	EXP 	main_image: pos = array([ 212.1320344, -212.1320344])
8.9644 	EXP 	main_image: image = 'Stimuli/Fractals/13a.jpg'
8.9644 	EXP 	main_image: autoDraw = True
9.9254 	EXP 	New trial (rep=0, index=4): OrderedDict([('TrialIndex', 5), ('StimType', 'OLP'), ('Order', 2), ('Delay', 0), ('ScannerRun', 1), ('TripletMemberA', 'Stimuli/Fractals/118a.jpg'), ('TripletMemberB', 'Stimuli/Fractals/118c.jpg'), ('TripletMemberC', 'Stimuli/Fractals/118b.jpg'), ('Xcoordinate', 212.1320344), ('Ycoordinate', 212.1320344), ('Xcoordinate_lure1', 0.0), ('Ycoordinate_lure1', 300.0), ('Xcoordinate_lure2', 300.0), ('Ycoordinate_lure2', 0.0), ('Xcoordinate_foil', -212.1320344), ('Ycoordinate_foil', -212.1320344)])
9.9601 	EXP 	main_image: autoDraw = False
9.9601 	EXP 	main_image: pos = array([212.1320344, 212.1320344])
9.9601 	EXP 	main_image: image = 'Stimuli/Fractals/118a.jpg'
9.9601 	EXP 	main_image: autoDraw = True
10.9255 	EXP 	New trial (rep=0, index=5): OrderedDict([('TrialIndex', 6), ('StimType', 'OLP'), ('Order', 2), ('Delay', 0), ('ScannerRun', 1), ('TripletMemberA', 'Stimuli/Fractals/119c.jpg'), ('TripletMemberB', 'Stimuli/Fractals/119a.jpg'), ('TripletMemberC', 'Stimuli/Fractals/119b.jpg'), ('Xcoordinate', 212.1320344), ('Ycoordinate', -212.1320344), ('Xcoordinate_lure1', 0.0), ('Ycoordinate_lure1', -300.0), ('Xcoordinate_lure2', 300.0), ('Ycoordinate_lure2', 0.0), ('Xcoordinate_foil', -212.1320344), ('Ycoordinate_foil', 212.1320344)])
10.9605 	EXP 	main_image: autoDraw = False
10.9605 	EXP 	main_image: pos = array([ 212.1320344, -212.1320344])
10.9605 	EXP 	main_image: image = 'Stimuli/Fractals/119c.jpg'
10.9605 	EXP 	main_image: autoDraw = True
11.9256 	EXP 	New trial (rep=0, index=6): OrderedDict([('TrialIndex', 7), ('StimType', 'ERP'), ('Order', 2), ('Delay', 0), ('ScannerRun', 1), ('TripletMemberA', 'Stimuli/Fractals/13a.jpg'), ('TripletMemberB', 'Stimuli/Fractals/13b.jpg'), ('TripletMemberC', 'Stimuli/Fractals/13c.jpg'), ('Xcoordinate', 212.1320344), ('Ycoordinate', -212.1320344), ('Xcoordinate_lure1', 300.0), ('Ycoordinate_lure1', 0.0), ('Xcoordinate_lure2', 0.0), ('Ycoordinate_lure2', -300.0), ('Xcoordinate_foil', -300.0), ('Ycoordinate_foil', 0.0)])
11.9592 	EXP 	main_image: autoDraw = False
11.9592 	EXP 	main_image: pos = array([ 212.1320344, -212.1320344])
11.9592 	EXP 	main_image: image = 'Stimuli/Fractals/13a.jpg'
11.9592 	EXP 	main_image: autoDraw = True
12.9260 	EXP 	New trial (rep=0, index=7): OrderedDict([('TrialIndex', 8), ('StimType', 'ERP'), ('Order', 1), ('Delay', 5), ('ScannerRun', 1), ('TripletMemberA', 'Stimuli/Fractals/58b.jpg'), ('TripletMemberB', 'Stimuli/Fractals/58a.jpg'), ('TripletMemberC', 'Stimuli/Fractals/58c.jpg'), ('Xcoordinate', -212.1320344), ('Ycoordinate', -212.1320344), ('Xcoordinate_lure1', -300.0), ('Ycoordinate_lure1', 0.0), ('Xcoordinate_lure2', 0.0), ('Ycoordinate_lure2', -300.0), ('Xcoordinate_foil', 212.1320344), ('Ycoordinate_foil', 212.1320344)])
12.9680 	EXP 	main_image: autoDraw = False
12.9680 	EXP 	main_image: pos = array([-212.1320344, -212.1320344])
12.9680 	EXP 	main_image: image = 'Stimuli/Fractals/58b.jpg'
12.9680 	EXP 	main_image: autoDraw = True
13.9254 	EXP 	New trial (rep=0, index=8): OrderedDict([('TrialIndex', 9), ('StimType', 'LLP'), ('Order', 2), ('Delay', 0), ('ScannerRun', 1), ('TripletMemberA', 'Stimuli/Fractals/135b.jpg'), ('TripletMemberB', 'Stimuli/Fractals/135a.jpg'), ('TripletMemberC', 'Stimuli/Fractals/135c.jpg'), ('Xcoordinate', 212.1320344), ('Ycoordinate', 212.1320344), ('Xcoordinate_lure1', 300.0), ('Ycoordinate_lure1', 0.0), ('Xcoordinate_lure2', 0.0), ('Ycoordinate_lure2', 300.0), ('Xcoordinate_foil', -212.1320344), ('Ycoordinate_foil', -212.1320344)])
13.9606 	EXP 	main_image: autoDraw = False
13.9606 	EXP 	main_image: pos = array([212.1320344, 212.1320344])
13.9606 	EXP 	main_image: image = 'Stimuli/Fractals/135b.jpg'
13.9606 	EXP 	main_image: autoDraw = True
14.9258 	EXP 	New trial (rep=0, index=9): OrderedDict([('TrialIndex', 10), ('StimType', 'LLP'), ('Order', 1), ('Delay', 4), ('ScannerRun', 1), ('TripletMemberA', 'Stimuli/Fractals/130a.jpg'), ('TripletMemberB', 'Stimuli/Fractals/130c.jpg'), ('TripletMemberC', 'Stimuli/Fractals/130b.jpg'), ('Xcoordinate', 212.1320344), ('Ycoordinate', -212.1320344), ('Xcoordinate_lure1', 300.0), ('Ycoordinate_lure1', 0.0), ('Xcoordinate_lure2', 0.0), ('Ycoordinate_lure2', -300.0), ('Xcoordinate_foil', -300.0), ('Ycoordinate_foil', 0.0)])
14.9640 	EXP 	main_image: autoDraw = False
14.9640 	EXP 	main_image: pos = array([ 212.1320344, -212.1320344])
14.9640 	EXP 	main_image: image = 'Stimuli/Fractals/130a.jpg'
14.9640 	EXP 	main_image: autoDraw = True
